temporada,hora,equipo,rival,condicion,goles_valencia,goles_rival,resultado_valencia,puntos,diferencia_goles,goles_descanso_valencia,goles_descanso_rival,resultado_descanso,fecha,anio,mes,dia_semana,semana_anio,temporada_id,temporada_num,franja,puntos_posibles,efectividad_puntos,resultado_num,victoria_bin,empate_bin,derrota_bin,local_bin,goles_totales,puntos_rolling_5,ventaja_descanso,remonto,remontado,partido_id,decada,competicion,jornada_num,fase_temporada
2017-2018,,Valencia,Eibar,Local,0.0,0.0,E,1,0.0,0.0,0.0,E,2018-04-29,2018,4,Domingo,17,2017,24,,3,0.3333333333333333,0,0,1,0,1,0.0,5.0,0.0,0.0,0.0,2017-2018_2018-04-29_EIBAR_L,2010s,LaLiga,35,2
2017-2018,,Valencia,Villarreal,Visitante,0.0,1.0,D,0,-1.0,0.0,0.0,E,2018-05-05,2018,5,Sábado,18,2017,24,,3,0.0,-1,0,0,1,0,1.0,2.0,0.0,0.0,0.0,2017-2018_2018-05-05_VILLARREAL_V,2010s,LaLiga,36,2
2017-2018,,Valencia,Girona,Visitante,1.0,0.0,V,3,1.0,0.0,0.0,E,2018-05-12,2018,5,Sábado,19,2017,24,,3,1.0,1,1,0,0,0,1.0,5.0,0.0,0.0,0.0,2017-2018_2018-05-12_GIRONA_V,2010s,LaLiga,37,2
2017-2018,,Valencia,La Coruna,Local,2.0,1.0,V,3,1.0,1.0,0.0,V,2018-05-20,2018,5,Domingo,20,2017,24,,3,1.0,1,1,0,0,1,3.0,8.0,1.0,0.0,0.0,2017-2018_2018-05-20_LACORUNA_L,2010s,LaLiga,38,2
2018-2019,,Valencia,Ath Madrid,Local,1.0,1.0,E,1,0.0,0.0,1.0,D,2018-08-20,2018,8,Lunes,34,2018,25,,3,0.3333333333333333,0,0,1,0,1,2.0,1.0,-1.0,0.0,0.0,2018-2019_2018-08-20_ATHMADRID_L,2010s,LaLiga,1,1
2018-2019,,Valencia,Espanol,Visitante,0.0,2.0,D,0,-2.0,0.0,0.0,E,2018-08-26,2018,8,Domingo,34,2018,25,,3,0.0,-1,0,0,1,0,2.0,1.0,0.0,0.0,0.0,2018-2019_2018-08-26_ESPANOL_V,2010s,LaLiga,2,1
2018-2019,,Valencia,Levante,Visitante,2.0,2.0,E,1,0.0,1.0,2.0,D,2018-09-02,2018,9,Domingo,35,2018,25,,3,0.3333333333333333,0,0,1,0,0,4.0,2.0,-1.0,0.0,0.0,2018-2019_2018-09-02_LEVANTE_V,2010s,LaLiga,3,1
2018-2019,,Valencia,Betis,Local,0.0,0.0,E,1,0.0,0.0,0.0,E,2018-09-15,2018,9,Sábado,37,2018,25,,3,0.3333333333333333,0,0,1,0,1,0.0,3.0,0.0,0.0,0.0,2018-2019_2018-09-15_BETIS_L,2010s,LaLiga,4,1
2018-2019,,Valencia,Villarreal,Visitante,0.0,0.0,E,1,0.0,0.0,0.0,E,2018-09-23,2018,9,Domingo,38,2018,25,,3,0.3333333333333333,0,0,1,0,0,0.0,4.0,0.0,0.0,0.0,2018-2019_2018-09-23_VILLARREAL_V,2010s,LaLiga,5,1
2018-2019,,Valencia,Celta,Local,1.0,1.0,E,1,0.0,1.0,0.0,V,2018-09-26,2018,9,Miércoles,39,2018,25,,3,0.3333333333333333,0,0,1,0,1,2.0,4.0,1.0,0.0,0.0,2018-2019_2018-09-26_CELTA_L,2010s,LaLiga,6,1
2018-2019,,Valencia,Sociedad,Visitante,1.0,0.0,V,3,1.0,1.0,0.0,V,2018-09-29,2018,9,Sábado,39,2018,25,,3,1.0,1,1,0,0,0,1.0,7.0,1.0,0.0,0.0,2018-2019_2018-09-29_SOCIEDAD_V,2010s,LaLiga,7,1
2018-2019,,Valencia,Barcelona,Local,1.0,1.0,E,1,0.0,1.0,1.0,E,2018-10-07,2018,10,Domingo,40,2018,25,,3,0.3333333333333333,0,0,1,0,1,2.0,7.0,0.0,0.0,0.0,2018-2019_2018-10-07_BARCELONA_L,2010s,LaLiga,8,1
2018-2019,,Valencia,Leganes,Local,1.0,1.0,E,1,0.0,0.0,0.0,E,2018-10-20,2018,10,Sábado,42,2018,25,,3,0.3333333333333333,0,0,1,0,1,2.0,7.0,0.0,0.0,0.0,2018-2019_2018-10-20_LEGANES_L,2010s,LaLiga,9,1
2018-2019,,Valencia,Ath Bilbao,Visitante,0.0,0.0,E,1,0.0,0.0,0.0,E,2018-10-27,2018,10,Sábado,43,2018,25,,3,0.3333333333333333,0,0,1,0,0,0.0,7.0,0.0,0.0,0.0,2018-2019_2018-10-27_ATHBILBAO_V,2010s,LaLiga,10,1
2018-2019,,Valencia,Girona,Local,0.0,1.0,D,0,-1.0,0.0,0.0,E,2018-11-03,2018,11,Sábado,44,2018,25,,3,0.0,-1,0,0,1,1,1.0,6.0,0.0,0.0,0.0,2018-2019_2018-11-03_GIRONA_L,2010s,LaLiga,11,1
2018-2019,,Valencia,Getafe,Visitante,1.0,0.0,V,3,1.0,0.0,0.0,E,2018-11-10,2018,11,Sábado,45,2018,25,,3,1.0,1,1,0,0,0,1.0,6.0,0.0,0.0,0.0,2018-2019_2018-11-10_GETAFE_V,2010s,LaLiga,12,1
2018-2019,,Valencia,Vallecano,Local,3.0,0.0,V,3,3.0,1.0,0.0,V,2018-11-24,2018,11,Sábado,47,2018,25,,3,1.0,1,1,0,0,1,3.0,8.0,1.0,0.0,0.0,2018-2019_2018-11-24_VALLECANO_L,2010s,LaLiga,13,1
2018-2019,,Valencia,Real Madrid,Visitante,0.0,2.0,D,0,-2.0,0.0,1.0,D,2018-12-01,2018,12,Sábado,48,2018,25,,3,0.0,-1,0,0,1,0,2.0,7.0,-1.0,0.0,0.0,2018-2019_2018-12-01_REALMADRID_V,2010s,LaLiga,14,1
2018-2019,,Valencia,Sevilla,Local,1.0,1.0,E,1,0.0,0.0,0.0,E,2018-12-08,2018,12,Sábado,49,2018,25,,3,0.3333333333333333,0,0,1,0,1,2.0,7.0,0.0,0.0,0.0,2018-2019_2018-12-08_SEVILLA_L,2010s,LaLiga,15,1
2018-2019,,Valencia,Eibar,Visitante,1.0,1.0,E,1,0.0,1.0,0.0,V,2018-12-15,2018,12,Sábado,50,2018,25,,3,0.3333333333333333,0,0,1,0,0,2.0,8.0,1.0,0.0,0.0,2018-2019_2018-12-15_EIBAR_V,2010s,LaLiga,16,1
2018-2019,,Valencia,Huesca,Local,2.0,1.0,V,3,1.0,1.0,0.0,V,2018-12-23,2018,12,Domingo,51,2018,25,,3,1.0,1,1,0,0,1,3.0,8.0,1.0,0.0,0.0,2018-2019_2018-12-23_HUESCA_L,2010s,LaLiga,17,1
2018-2019,,Valencia,Alaves,Visitante,1.0,2.0,D,0,-1.0,1.0,2.0,D,2019-01-05,2019,1,Sábado,1,2018,25,,3,0.0,-1,0,0,1,0,3.0,5.0,-1.0,0.0,0.0,2018-2019_2019-01-05_ALAVES_V,2010s,LaLiga,18,1
2018-2019,,Valencia,Valladolid,Local,1.0,1.0,E,1,0.0,0.0,0.0,E,2019-01-12,2019,1,Sábado,2,2018,25,,3,0.3333333333333333,0,0,1,0,1,2.0,6.0,0.0,0.0,0.0,2018-2019_2019-01-12_VALLADOLID_L,2010s,LaLiga,19,1
2018-2019,,Valencia,Celta,Visitante,2.0,1.0,V,3,1.0,0.0,1.0,D,2019-01-19,2019,1,Sábado,3,2018,25,,3,1.0,1,1,0,0,0,3.0,8.0,-1.0,1.0,0.0,2018-2019_2019-01-19_CELTA_V,2010s,LaLiga,20,2
2018-2019,,Valencia,Villarreal,Local,3.0,0.0,V,3,3.0,1.0,0.0,V,2019-01-26,2019,1,Sábado,4,2018,25,,3,1.0,1,1,0,0,1,3.0,10.0,1.0,0.0,0.0,2018-2019_2019-01-26_VILLARREAL_L,2010s,LaLiga,21,2
2018-2019,,Valencia,Barcelona,Visitante,2.0,2.0,E,1,0.0,2.0,1.0,V,2019-02-02,2019,2,Sábado,5,2018,25,,3,0.3333333333333333,0,0,1,0,0,4.0,8.0,1.0,0.0,0.0,2018-2019_2019-02-02_BARCELONA_V,2010s,LaLiga,22,2
2018-2019,,Valencia,Sociedad,Local,0.0,0.0,E,1,0.0,0.0,0.0,E,2019-02-10,2019,2,Domingo,6,2018,25,,3,0.3333333333333333,0,0,1,0,1,0.0,9.0,0.0,0.0,0.0,2018-2019_2019-02-10_SOCIEDAD_L,2010s,LaLiga,23,2
2018-2019,,Valencia,Espanol,Local,0.0,0.0,E,1,0.0,0.0,0.0,E,2019-02-17,2019,2,Domingo,7,2018,25,,3,0.3333333333333333,0,0,1,0,1,0.0,9.0,0.0,0.0,0.0,2018-2019_2019-02-17_ESPANOL_L,2010s,LaLiga,24,2
2018-2019,,Valencia,Leganes,Visitante,1.0,1.0,E,1,0.0,1.0,0.0,V,2019-02-24,2019,2,Domingo,8,2018,25,,3,0.3333333333333333,0,0,1,0,0,2.0,7.0,1.0,0.0,0.0,2018-2019_2019-02-24_LEGANES_V,2010s,LaLiga,25,2
2018-2019,,Valencia,Ath Bilbao,Local,2.0,0.0,V,3,2.0,0.0,0.0,E,2019-03-03,2019,3,Domingo,9,2018,25,,3,1.0,1,1,0,0,1,2.0,7.0,0.0,0.0,0.0,2018-2019_2019-03-03_ATHBILBAO_L,2010s,LaLiga,26,2
2018-2019,,Valencia,Girona,Visitante,3.0,2.0,V,3,1.0,1.0,1.0,E,2019-03-10,2019,3,Domingo,10,2018,25,,3,1.0,1,1,0,0,0,5.0,9.0,0.0,0.0,0.0,2018-2019_2019-03-10_GIRONA_V,2010s,LaLiga,27,2
2018-2019,,Valencia,Getafe,Local,0.0,0.0,E,1,0.0,0.0,0.0,E,2019-03-17,2019,3,Domingo,11,2018,25,,3,0.3333333333333333,0,0,1,0,1,0.0,9.0,0.0,0.0,0.0,2018-2019_2019-03-17_GETAFE_L,2010s,LaLiga,28,2
2018-2019,,Valencia,Sevilla,Visitante,1.0,0.0,V,3,1.0,1.0,0.0,V,2019-03-31,2019,3,Domingo,13,2018,25,,3,1.0,1,1,0,0,0,1.0,11.0,1.0,0.0,0.0,2018-2019_2019-03-31_SEVILLA_V,2010s,LaLiga,29,2
2018-2019,,Valencia,Real Madrid,Local,2.0,1.0,V,3,1.0,1.0,0.0,V,2019-04-03,2019,4,Miércoles,14,2018,25,,3,1.0,1,1,0,0,1,3.0,13.0,1.0,0.0,0.0,2018-2019_2019-04-03_REALMADRID_L,2010s,LaLiga,30,2
2018-2019,,Valencia,Vallecano,Visitante,0.0,2.0,D,0,-2.0,0.0,1.0,D,2019-04-06,2019,4,Sábado,14,2018,25,,3,0.0,-1,0,0,1,0,2.0,10.0,-1.0,0.0,0.0,2018-2019_2019-04-06_VALLECANO_V,2010s,LaLiga,31,2
2018-2019,,Valencia,Levante,Local,3.0,1.0,V,3,2.0,1.0,0.0,V,2019-04-14,2019,4,Domingo,15,2018,25,,3,1.0,1,1,0,0,1,4.0,10.0,1.0,0.0,0.0,2018-2019_2019-04-14_LEVANTE_L,2010s,LaLiga,32,2
2018-2019,,Valencia,Betis,Visitante,2.0,1.0,V,3,1.0,1.0,0.0,V,2019-04-21,2019,4,Domingo,16,2018,25,,3,1.0,1,1,0,0,0,3.0,12.0,1.0,0.0,0.0,2018-2019_2019-04-21_BETIS_V,2010s,LaLiga,33,2
2018-2019,,Valencia,Ath Madrid,Visitante,2.0,3.0,D,0,-1.0,1.0,1.0,E,2019-04-24,2019,4,Miércoles,17,2018,25,,3,0.0,-1,0,0,1,0,5.0,9.0,0.0,0.0,0.0,2018-2019_2019-04-24_ATHMADRID_V,2010s,LaLiga,34,2
2018-2019,,Valencia,Eibar,Local,0.0,1.0,D,0,-1.0,0.0,0.0,E,2019-04-28,2019,4,Domingo,17,2018,25,,3,0.0,-1,0,0,1,1,1.0,6.0,0.0,0.0,0.0,2018-2019_2019-04-28_EIBAR_L,2010s,LaLiga,35,2
2018-2019,,Valencia,Huesca,Visitante,6.0,2.0,V,3,4.0,5.0,0.0,V,2019-05-05,2019,5,Domingo,18,2018,25,,3,1.0,1,1,0,0,0,8.0,9.0,5.0,0.0,0.0,2018-2019_2019-05-05_HUESCA_V,2010s,LaLiga,36,2
2018-2019,,Valencia,Alaves,Local,3.0,1.0,V,3,2.0,2.0,1.0,V,2019-05-12,2019,5,Domingo,19,2018,25,,3,1.0,1,1,0,0,1,4.0,9.0,1.0,0.0,0.0,2018-2019_2019-05-12_ALAVES_L,2010s,LaLiga,37,2
2018-2019,,Valencia,Valladolid,Visitante,2.0,0.0,V,3,2.0,1.0,0.0,V,2019-05-18,2019,5,Sábado,20,2018,25,,3,1.0,1,1,0,0,0,2.0,9.0,1.0,0.0,0.0,2018-2019_2019-05-18_VALLADOLID_V,2010s,LaLiga,38,2
2019-2020,19:00,Valencia,Sociedad,Local,1.0,1.0,E,1,0.0,0.0,0.0,E,2019-08-17,2019,8,Sábado,33,2019,26,Tarde-Noche,3,0.3333333333333333,0,0,1,0,1,2.0,1.0,0.0,0.0,0.0,2019-2020_2019-08-17_SOCIEDAD_L,2010s,LaLiga,1,1
2019-2020,21:00,Valencia,Celta,Visitante,0.0,1.0,D,0,-1.0,0.0,1.0,D,2019-08-24,2019,8,Sábado,34,2019,26,Noche,3,0.0,-1,0,0,1,0,1.0,1.0,-1.0,0.0,0.0,2019-2020_2019-08-24_CELTA_V,2010s,LaLiga,2,1
2019-2020,17:00,Valencia,Mallorca,Local,2.0,0.0,V,3,2.0,1.0,0.0,V,2019-09-01,2019,9,Domingo,35,2019,26,Tarde,3,1.0,1,1,0,0,1,2.0,4.0,1.0,0.0,0.0,2019-2020_2019-09-01_MALLORCA_L,2010s,LaLiga,3,1
2019-2020,21:00,Valencia,Barcelona,Visitante,2.0,5.0,D,0,-3.0,1.0,2.0,D,2019-09-14,2019,9,Sábado,37,2019,26,Noche,3,0.0,-1,0,0,1,0,7.0,4.0,-1.0,0.0,0.0,2019-2020_2019-09-14_BARCELONA_V,2010s,LaLiga,4,1
2019-2020,16:00,Valencia,Leganes,Local,1.0,1.0,E,1,0.0,1.0,1.0,E,2019-09-22,2019,9,Domingo,38,2019,26,Tarde,3,0.3333333333333333,0,0,1,0,1,2.0,5.0,0.0,0.0,0.0,2019-2020_2019-09-22_LEGANES_L,2010s,LaLiga,5,1
2019-2020,20:00,Valencia,Getafe,Local,3.0,3.0,E,1,0.0,3.0,1.0,V,2019-09-25,2019,9,Miércoles,39,2019,26,Tarde-Noche,3,0.3333333333333333,0,0,1,0,1,6.0,5.0,2.0,0.0,0.0,2019-2020_2019-09-25_GETAFE_L,2010s,LaLiga,6,1
2019-2020,13:00,Valencia,Ath Bilbao,Visitante,1.0,0.0,V,3,1.0,1.0,0.0,V,2019-09-28,2019,9,Sábado,39,2019,26,MediodÃ­a,3,1.0,1,1,0,0,0,1.0,8.0,1.0,0.0,0.0,2019-2020_2019-09-28_ATHBILBAO_V,2010s,LaLiga,7,1
2019-2020,18:30,Valencia,Alaves,Local,2.0,1.0,V,3,1.0,1.0,0.0,V,2019-10-05,2019,10,Sábado,40,2019,26,Tarde-Noche,3,1.0,1,1,0,0,1,3.0,8.0,1.0,0.0,0.0,2019-2020_2019-10-05_ALAVES_L,2010s,LaLiga,8,1
2019-2020,16:00,Valencia,Ath Madrid,Visitante,1.0,1.0,E,1,0.0,0.0,1.0,D,2019-10-19,2019,10,Sábado,42,2019,26,Tarde,3,0.3333333333333333,0,0,1,0,0,2.0,9.0,-1.0,0.0,0.0,2019-2020_2019-10-19_ATHMADRID_V,2010s,LaLiga,9,1
2019-2020,21:00,Valencia,Osasuna,Visitante,1.0,3.0,D,0,-2.0,1.0,1.0,E,2019-10-27,2019,10,Domingo,43,2019,26,Noche,3,0.0,-1,0,0,1,0,4.0,8.0,0.0,0.0,0.0,2019-2020_2019-10-27_OSASUNA_V,2010s,LaLiga,10,1
2019-2020,19:00,Valencia,Sevilla,Local,1.0,1.0,E,1,0.0,0.0,1.0,D,2019-10-30,2019,10,Miércoles,44,2019,26,Tarde-Noche,3,0.3333333333333333,0,0,1,0,1,2.0,8.0,-1.0,0.0,0.0,2019-2020_2019-10-30_SEVILLA_L,2010s,LaLiga,11,1
2019-2020,13:00,Valencia,Espanol,Visitante,2.0,1.0,V,3,1.0,0.0,1.0,D,2019-11-02,2019,11,Sábado,44,2019,26,MediodÃ­a,3,1.0,1,1,0,0,0,3.0,8.0,-1.0,1.0,0.0,2019-2020_2019-11-02_ESPANOL_V,2010s,LaLiga,12,1
2019-2020,16:00,Valencia,Granada,Local,2.0,0.0,V,3,2.0,0.0,0.0,E,2019-11-09,2019,11,Sábado,45,2019,26,Tarde,3,1.0,1,1,0,0,1,2.0,8.0,0.0,0.0,0.0,2019-2020_2019-11-09_GRANADA_L,2010s,LaLiga,13,1
2019-2020,16:00,Valencia,Betis,Visitante,1.0,2.0,D,0,-1.0,1.0,1.0,E,2019-11-23,2019,11,Sábado,47,2019,26,Tarde,3,0.0,-1,0,0,1,0,3.0,7.0,0.0,0.0,0.0,2019-2020_2019-11-23_BETIS_V,2010s,LaLiga,14,1
2019-2020,21:00,Valencia,Villarreal,Local,2.0,1.0,V,3,1.0,0.0,0.0,E,2019-11-30,2019,11,Sábado,48,2019,26,Noche,3,1.0,1,1,0,0,1,3.0,10.0,0.0,0.0,0.0,2019-2020_2019-11-30_VILLARREAL_L,2010s,LaLiga,15,1
2019-2020,18:30,Valencia,Levante,Visitante,4.0,2.0,V,3,2.0,1.0,2.0,D,2019-12-07,2019,12,Sábado,49,2019,26,Tarde-Noche,3,1.0,1,1,0,0,0,6.0,12.0,-1.0,1.0,0.0,2019-2020_2019-12-07_LEVANTE_V,2010s,LaLiga,16,1
2019-2020,21:00,Valencia,Real Madrid,Local,1.0,1.0,E,1,0.0,0.0,0.0,E,2019-12-15,2019,12,Domingo,50,2019,26,Noche,3,0.3333333333333333,0,0,1,0,1,2.0,10.0,0.0,0.0,0.0,2019-2020_2019-12-15_REALMADRID_L,2010s,LaLiga,17,1
2019-2020,21:00,Valencia,Valladolid,Visitante,1.0,1.0,E,1,0.0,0.0,0.0,E,2019-12-21,2019,12,Sábado,51,2019,26,Noche,3,0.3333333333333333,0,0,1,0,0,2.0,8.0,0.0,0.0,0.0,2019-2020_2019-12-21_VALLADOLID_V,2010s,LaLiga,18,1
2019-2020,13:00,Valencia,Eibar,Local,1.0,0.0,V,3,1.0,1.0,0.0,V,2020-01-04,2020,1,Sábado,1,2019,26,MediodÃ­a,3,1.0,1,1,0,0,1,1.0,11.0,1.0,0.0,0.0,2019-2020_2020-01-04_EIBAR_L,2020s,LaLiga,19,1
2019-2020,12:00,Valencia,Mallorca,Visitante,1.0,4.0,D,0,-3.0,0.0,3.0,D,2020-01-19,2020,1,Domingo,3,2019,26,Desconocida,3,0.0,-1,0,0,1,0,5.0,8.0,-3.0,0.0,0.0,2019-2020_2020-01-19_MALLORCA_V,2020s,LaLiga,20,2
2019-2020,16:00,Valencia,Barcelona,Local,2.0,0.0,V,3,2.0,0.0,0.0,E,2020-01-25,2020,1,Sábado,4,2019,26,Tarde,3,1.0,1,1,0,0,1,2.0,8.0,0.0,0.0,0.0,2019-2020_2020-01-25_BARCELONA_L,2020s,LaLiga,21,2
2019-2020,21:00,Valencia,Celta,Local,1.0,0.0,V,3,1.0,0.0,0.0,E,2020-02-01,2020,2,Sábado,5,2019,26,Noche,3,1.0,1,1,0,0,1,1.0,10.0,0.0,0.0,0.0,2019-2020_2020-02-01_CELTA_L,2020s,LaLiga,22,2
2019-2020,16:00,Valencia,Getafe,Visitante,0.0,3.0,D,0,-3.0,0.0,0.0,E,2020-02-08,2020,2,Sábado,6,2019,26,Tarde,3,0.0,-1,0,0,1,0,3.0,9.0,0.0,0.0,0.0,2019-2020_2020-02-08_GETAFE_V,2020s,LaLiga,23,2
2019-2020,21:00,Valencia,Ath Madrid,Local,2.0,2.0,E,1,0.0,1.0,2.0,D,2020-02-14,2020,2,Viernes,7,2019,26,Noche,3,0.3333333333333333,0,0,1,0,1,4.0,7.0,-1.0,0.0,0.0,2019-2020_2020-02-14_ATHMADRID_L,2020s,LaLiga,24,2
2019-2020,18:30,Valencia,Sociedad,Visitante,0.0,3.0,D,0,-3.0,0.0,2.0,D,2020-02-22,2020,2,Sábado,8,2019,26,Tarde-Noche,3,0.0,-1,0,0,1,0,3.0,7.0,-2.0,0.0,0.0,2019-2020_2020-02-22_SOCIEDAD_V,2020s,LaLiga,25,2
2019-2020,16:00,Valencia,Betis,Local,2.0,1.0,V,3,1.0,0.0,0.0,E,2020-02-29,2020,2,Sábado,9,2019,26,Tarde,3,1.0,1,1,0,0,1,3.0,7.0,0.0,0.0,0.0,2019-2020_2020-02-29_BETIS_L,2020s,LaLiga,26,2
2019-2020,21:00,Valencia,Alaves,Visitante,1.0,1.0,E,1,0.0,1.0,0.0,V,2020-03-06,2020,3,Viernes,10,2019,26,Noche,3,0.3333333333333333,0,0,1,0,0,2.0,5.0,1.0,0.0,0.0,2019-2020_2020-03-06_ALAVES_V,2020s,LaLiga,27,2
2019-2020,22:00,Valencia,Levante,Local,1.0,1.0,E,1,0.0,0.0,0.0,E,2020-06-12,2020,6,Viernes,24,2019,26,Noche,3,0.3333333333333333,0,0,1,0,1,2.0,6.0,0.0,0.0,0.0,2019-2020_2020-06-12_LEVANTE_L,2020s,LaLiga,28,2
2019-2020,22:00,Valencia,Real Madrid,Visitante,0.0,3.0,D,0,-3.0,0.0,0.0,E,2020-06-18,2020,6,Jueves,25,2019,26,Noche,3,0.0,-1,0,0,1,0,3.0,5.0,0.0,0.0,0.0,2019-2020_2020-06-18_REALMADRID_V,2020s,LaLiga,29,2
2019-2020,19:30,Valencia,Osasuna,Local,2.0,0.0,V,3,2.0,2.0,0.0,V,2020-06-21,2020,6,Domingo,25,2019,26,Tarde-Noche,3,1.0,1,1,0,0,1,2.0,8.0,2.0,0.0,0.0,2019-2020_2020-06-21_OSASUNA_L,2020s,LaLiga,30,2
2019-2020,19:30,Valencia,Eibar,Visitante,0.0,1.0,D,0,-1.0,0.0,1.0,D,2020-06-25,2020,6,Jueves,26,2019,26,Tarde-Noche,3,0.0,-1,0,0,1,0,1.0,5.0,-1.0,0.0,0.0,2019-2020_2020-06-25_EIBAR_V,2020s,LaLiga,31,2
2019-2020,17:00,Valencia,Villarreal,Visitante,0.0,2.0,D,0,-2.0,0.0,2.0,D,2020-06-28,2020,6,Domingo,26,2019,26,Tarde,3,0.0,-1,0,0,1,0,2.0,4.0,-2.0,0.0,0.0,2019-2020_2020-06-28_VILLARREAL_V,2020s,LaLiga,32,2
2019-2020,19:30,Valencia,Ath Bilbao,Local,0.0,2.0,D,0,-2.0,0.0,1.0,D,2020-07-01,2020,7,Miércoles,27,2019,26,Tarde-Noche,3,0.0,-1,0,0,1,1,2.0,3.0,-1.0,0.0,0.0,2019-2020_2020-07-01_ATHBILBAO_L,2020s,LaLiga,33,2
2019-2020,22:00,Valencia,Granada,Visitante,2.0,2.0,E,1,0.0,0.0,0.0,E,2020-07-04,2020,7,Sábado,27,2019,26,Noche,3,0.3333333333333333,0,0,1,0,0,4.0,4.0,0.0,0.0,0.0,2019-2020_2020-07-04_GRANADA_V,2020s,LaLiga,34,2
2019-2020,19:30,Valencia,Valladolid,Local,2.0,1.0,V,3,1.0,1.0,0.0,V,2020-07-07,2020,7,Martes,28,2019,26,Tarde-Noche,3,1.0,1,1,0,0,1,3.0,4.0,1.0,0.0,0.0,2019-2020_2020-07-07_VALLADOLID_L,2020s,LaLiga,35,2
2019-2020,19:30,Valencia,Leganes,Visitante,0.0,1.0,D,0,-1.0,0.0,1.0,D,2020-07-12,2020,7,Domingo,28,2019,26,Tarde-Noche,3,0.0,-1,0,0,1,0,1.0,4.0,-1.0,0.0,0.0,2019-2020_2020-07-12_LEGANES_V,2020s,LaLiga,36,2
2019-2020,21:00,Valencia,Espanol,Local,1.0,0.0,V,3,1.0,1.0,0.0,V,2020-07-16,2020,7,Jueves,29,2019,26,Noche,3,1.0,1,1,0,0,1,1.0,7.0,1.0,0.0,0.0,2019-2020_2020-07-16_ESPANOL_L,2020s,LaLiga,37,2
2019-2020,21:00,Valencia,Sevilla,Visitante,0.0,1.0,D,0,-1.0,0.0,0.0,E,2020-07-19,2020,7,Domingo,29,2019,26,Noche,3,0.0,-1,0,0,1,0,1.0,7.0,0.0,0.0,0.0,2019-2020_2020-07-19_SEVILLA_V,2020s,LaLiga,38,2
2020-2021,21:00,Valencia,Levante,Local,4.0,2.0,V,3,2.0,2.0,2.0,E,2020-09-13,2020,9,Domingo,37,2020,27,Noche,3,1.0,1,1,0,0,1,6.0,3.0,0.0,0.0,0.0,2020-2021_2020-09-13_LEVANTE_L,2020s,LaLiga,1,1
2020-2021,21:00,Valencia,Celta,Visitante,1.0,2.0,D,0,-1.0,0.0,1.0,D,2020-09-19,2020,9,Sábado,38,2020,27,Noche,3,0.0,-1,0,0,1,0,3.0,3.0,-1.0,0.0,0.0,2020-2021_2020-09-19_CELTA_V,2020s,LaLiga,2,1
2020-2021,16:00,Valencia,Huesca,Local,1.0,1.0,E,1,0.0,1.0,0.0,V,2020-09-26,2020,9,Sábado,39,2020,27,Tarde,3,0.3333333333333333,0,0,1,0,1,2.0,4.0,1.0,0.0,0.0,2020-2021_2020-09-26_HUESCA_L,2020s,LaLiga,3,1
2020-2021,19:00,Valencia,Sociedad,Visitante,1.0,0.0,V,3,1.0,0.0,0.0,E,2020-09-29,2020,9,Martes,40,2020,27,Tarde-Noche,3,1.0,1,1,0,0,0,1.0,7.0,0.0,0.0,0.0,2020-2021_2020-09-29_SOCIEDAD_V,2020s,LaLiga,4,1
2020-2021,21:00,Valencia,Betis,Local,0.0,2.0,D,0,-2.0,0.0,1.0,D,2020-10-03,2020,10,Sábado,40,2020,27,Noche,3,0.0,-1,0,0,1,1,2.0,7.0,-1.0,0.0,0.0,2020-2021_2020-10-03_BETIS_L,2020s,LaLiga,5,1
2020-2021,16:00,Valencia,Villarreal,Visitante,1.0,2.0,D,0,-1.0,1.0,1.0,E,2020-10-18,2020,10,Domingo,42,2020,27,Tarde,3,0.0,-1,0,0,1,0,3.0,4.0,0.0,0.0,0.0,2020-2021_2020-10-18_VILLARREAL_V,2020s,LaLiga,6,1
2020-2021,21:00,Valencia,Elche,Visitante,1.0,2.0,D,0,-1.0,0.0,2.0,D,2020-10-23,2020,10,Viernes,43,2020,27,Noche,3,0.0,-1,0,0,1,0,3.0,4.0,-2.0,0.0,0.0,2020-2021_2020-10-23_ELCHE_V,2020s,LaLiga,7,1
2020-2021,21:00,Valencia,Getafe,Local,2.0,2.0,E,1,0.0,1.0,0.0,V,2020-11-01,2020,11,Domingo,44,2020,27,Noche,3,0.3333333333333333,0,0,1,0,1,4.0,4.0,1.0,0.0,0.0,2020-2021_2020-11-01_GETAFE_L,2020s,LaLiga,8,1
2020-2021,21:00,Valencia,Real Madrid,Local,4.0,1.0,V,3,3.0,2.0,1.0,V,2020-11-08,2020,11,Domingo,45,2020,27,Noche,3,1.0,1,1,0,0,1,5.0,4.0,1.0,0.0,0.0,2020-2021_2020-11-08_REALMADRID_L,2020s,LaLiga,9,1
2020-2021,21:00,Valencia,Alaves,Visitante,2.0,2.0,E,1,0.0,0.0,2.0,D,2020-11-22,2020,11,Domingo,47,2020,27,Noche,3,0.3333333333333333,0,0,1,0,0,4.0,5.0,-2.0,0.0,0.0,2020-2021_2020-11-22_ALAVES_V,2020s,LaLiga,10,1
2020-2021,16:15,Valencia,Ath Madrid,Local,0.0,1.0,D,0,-1.0,0.0,0.0,E,2020-11-28,2020,11,Sábado,48,2020,27,Tarde,3,0.0,-1,0,0,1,1,1.0,5.0,0.0,0.0,0.0,2020-2021_2020-11-28_ATHMADRID_L,2020s,LaLiga,11,1
